,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1993-04-14,45.03125,45.0625,44.90625,44.9375,26.59832191467285,119600,SPY,26.736427,26.39485740661621,0.0,-0.1381053924560547
1993-04-22,44.3125,44.6875,43.9375,43.9375,26.006425857543945,97700,SPY,26.788057,26.061916351318363,0.7816314697265625,0.0
1993-05-07,44.46875,44.46875,44.28125,44.34375,26.24687385559082,68000,SPY,26.59408,26.764802932739258,0.34720611572265625,0.0
1993-05-19,44.125,45.03125,43.84375,45.03125,26.6538028717041,50200,SPY,26.56009,26.57981491088867,0.0,0.09371376037597656
1993-05-21,45.1875,45.25,44.71875,44.75,26.487342834472656,221400,SPY,26.74719,26.6538028717041,0.25984764099121094,0.0
1993-05-26,45.15625,45.625,45.125,45.59375,26.98674964904785,102400,SPY,27.022345,26.74630355834961,0.0,-0.035594940185546875
1993-06-01,45.375,45.8125,45.3125,45.65625,27.023746490478516,28300,SPY,27.263622,26.600543975830078,0.0,-0.23987579345703125
1993-06-02,45.53125,45.75,45.34375,45.59375,26.98674964904785,20300,SPY,27.319466,26.358369827270508,0.0,-0.3327159881591797
1993-06-03,45.5,45.5,45.34375,45.4375,26.894283294677734,21600,SPY,27.349651,26.71231269836426,0.0,-0.4553680419921875
1993-06-08,45.0,45.0,44.71875,44.71875,26.468835830688477,104500,SPY,27.241432,26.86134147644043,0.7725963592529297,0.0
1993-06-15,45.09375,45.125,44.9375,44.9375,26.59832191467285,142400,SPY,26.988228,26.432893753051758,0.0,-0.3899059295654297
1993-06-22,44.65625,44.65625,44.5625,44.625,26.600543975830078,137500,SPY,26.894121,26.86134147644043,0.2935771942138672,0.0
1993-07-06,44.625,44.75,44.15625,44.21875,26.358369827270508,246400,SPY,27.064013,26.786832809448242,0.7056427001953125,0.0
1993-07-08,44.375,44.9375,44.3125,44.84375,26.730955123901367,248200,SPY,26.93731,26.879974365234375,0.20635414123535156,0.0
1993-07-23,44.59375,44.71875,44.5625,44.71875,26.656421661376953,286200,SPY,27.00706,26.898591995239258,0.35063743591308594,0.0
1993-08-04,45.0,45.09375,44.875,45.0,26.82408332824707,434000,SPY,27.157534,27.5692081451416,0.3334503173828125,0.0
1993-08-18,45.6875,45.875,45.65625,45.78125,27.289783477783203,414300,SPY,27.382778,27.420183181762695,0.09299468994140625,0.0
1993-08-19,45.8125,45.8125,45.71875,45.78125,27.289783477783203,28500,SPY,27.46323,27.662340164184567,0.1734466552734375,0.0
1993-08-30,46.28125,46.5,46.28125,46.4375,27.68096160888672,183500,SPY,27.940796,27.159912109375,0.0,-0.25983428955078125
1993-09-01,46.40625,46.59375,46.40625,46.5,27.718225479125977,136500,SPY,28.048466,27.53479766845703,0.0,-0.33024024963378906
1993-09-23,45.78125,45.9375,45.71875,45.90625,27.53479766845703,88500,SPY,27.620955,28.07836151123047,0.08615684509277344,0.0
1993-10-05,46.3125,46.3125,46.0,46.15625,27.684743881225586,436500,SPY,27.961672,27.8721752166748,0.2769279479980469,0.0
1993-10-11,46.15625,46.25,46.15625,46.15625,27.684743881225586,467100,SPY,27.990822,28.172079086303714,0.3060779571533203,0.0
1993-10-14,46.40625,46.8125,46.28125,46.8125,28.07836151123047,108100,SPY,28.057878,27.497299194335938,0.0,0.020483016967773438
1993-11-01,46.78125,47.0,46.78125,46.96875,28.17207908630371,36400,SPY,28.315792,27.60976791381836,0.0,-0.14371299743652344
1993-11-04,46.34375,46.34375,45.8125,45.84375,27.497299194335938,130400,SPY,28.29251,27.89093017578125,0.7952098846435547,0.0
1993-11-09,46.4375,46.46875,46.125,46.15625,27.684743881225586,246900,SPY,28.034733,27.83469009399414,0.3499889373779297,0.0
1993-11-10,46.15625,46.5,46.03125,46.5,27.89093017578125,46500,SPY,28.01139,27.909666061401367,0.12046051025390625,0.0
1993-11-11,46.5,46.625,46.34375,46.375,27.815946578979492,88900,SPY,28.021181,28.022134780883786,0.20523452758789062,0.0
1993-11-15,46.6875,46.6875,46.4375,46.5625,27.92841148376465,243300,SPY,28.10331,28.097106933593746,0.1748981475830078,0.0
1993-11-26,46.59375,46.59375,46.46875,46.5,27.89093017578125,1019800,SPY,28.110243,28.11958694458008,0.2193126678466797,0.0
1993-12-01,46.59375,46.625,46.40625,46.40625,27.83469009399414,379200,SPY,28.141418,28.25171661376953,0.3067283630371094,0.0
1993-12-02,46.5,46.5625,46.40625,46.53125,27.909666061401367,352000,SPY,28.154894,28.232845306396488,0.24522781372070312,0.0
1993-12-07,46.875,46.90625,46.78125,46.84375,28.09710693359375,88800,SPY,28.28731,28.40266990661621,0.1902027130126953,0.0
1993-12-08,46.84375,46.84375,46.78125,46.84375,28.09710693359375,146700,SPY,28.336649,28.28946876525879,0.23954200744628906,0.0
1993-12-10,46.71875,46.71875,46.5,46.59375,27.947166442871094,412900,SPY,28.372025,28.06298065185547,0.42485809326171875,0.0
1993-12-28,46.96875,47.125,46.9375,47.09375,28.440427780151367,880600,SPY,28.461107,28.666893005371094,0.020679473876953125,0.0
1993-12-29,47.125,47.15625,47.0,47.03125,28.40266990661621,266700,SPY,28.535992,28.591407775878906,0.13332176208496094,0.0
1994-01-05,46.71875,46.78125,46.53125,46.75,28.232845306396484,710900,SPY,28.505629,28.57253074645996,0.2727832794189453,0.0
1994-01-06,46.8125,46.84375,46.6875,46.75,28.232845306396484,201000,SPY,28.495333,28.836732864379886,0.26248741149902344,0.0
1994-01-17,47.40625,47.46875,47.3125,47.40625,28.629154205322266,17700,SPY,28.918024,28.49704933166504,0.0,-0.28886985778808594
1994-01-18,47.46875,47.53125,47.375,47.46875,28.666893005371094,166400,SPY,28.949503,28.515926361083984,0.0,-0.2826099395751953
1994-01-19,47.40625,47.46875,47.25,47.34375,28.591407775878906,200800,SPY,28.962347,28.629154205322266,0.3709392547607422,0.0
1994-01-27,47.40625,47.8125,47.34375,47.75,28.836732864379883,344500,SPY,28.897577,28.47817039489746,0.0,-0.06084442138671875
1994-02-09,47.25,47.4375,47.1875,47.40625,28.629154205322266,144600,SPY,28.97888,28.11958694458008,0.0,-0.34972572326660156
1994-02-16,47.53125,47.53125,47.34375,47.4375,28.648025512695312,287600,SPY,28.769627,28.138471603393555,0.0,-0.12160110473632812
1994-02-17,47.65625,47.6875,47.03125,47.15625,28.47817039489746,342400,SPY,28.79484,28.28946876525879,0.0,-0.3166694641113281
1994-03-21,46.8125,46.9375,46.71875,46.84375,28.452646255493164,324800,SPY,28.703365,27.218856811523438,0.0,-0.2507190704345703
1994-03-22,46.84375,47.0625,46.75,46.96875,28.52855110168457,435700,SPY,28.713362,27.076509475708008,0.0,-0.18481063842773438
1994-04-07,44.78125,45.125,44.53125,45.03125,27.351726531982422,666100,SPY,27.154858,27.389699935913082,-0.196868896484375,0.0
1994-04-21,44.5,44.96875,44.34375,44.90625,27.27581214904785,200300,SPY,27.248535,27.038557052612305,0.0,0.027276992797851562
1994-04-28,45.1875,45.25,44.8125,44.953125,27.304279327392578,287000,SPY,27.556412,27.778823852539066,0.2521324157714844,0.0
1994-06-02,46.046875,46.046875,45.890625,45.96875,27.92116928100586,55100,SPY,28.176973,27.513452529907227,0.0,-0.25580406188964844
1994-06-09,45.984375,46.03125,45.890625,46.03125,27.959121704101562,80500,SPY,28.31411,27.18864250183106,0.0,-0.35498809814453125
1994-06-24,44.78125,44.78125,44.0,44.0625,26.940261840820312,353800,SPY,27.793219,27.80005836486816,0.8529567718505859,0.0
1994-06-27,44.234375,44.828125,44.015625,44.828125,27.40837860107422,371200,SPY,27.628868,27.742731094360348,0.220489501953125,0.0
1994-06-29,44.671875,45.015625,44.625,44.75,27.360612869262695,311800,SPY,27.431591,27.675855636596683,0.07097816467285156,0.0
1994-06-30,44.828125,44.84375,44.3125,44.46875,27.188642501831055,271900,SPY,27.39162,27.723628997802734,0.20297813415527344,0.0
1994-07-06,44.625,44.8125,44.46875,44.734375,27.351051330566406,174800,SPY,27.394075,27.73318099975586,0.04302406311035156,0.0
1994-07-07,44.734375,44.921875,44.6875,44.921875,27.465707778930664,66700,SPY,27.433712,27.79050636291504,-0.03199577331542969,0.0
1994-07-11,44.9375,45.015625,44.53125,44.75,27.360612869262695,124000,SPY,27.520483,28.2012882232666,0.15987014770507812,0.0
1994-07-18,45.390625,45.578125,45.390625,45.46875,27.800058364868164,72300,SPY,27.839264,28.058006286621094,0.03920555114746094,0.0
1994-07-20,45.40625,45.40625,45.0625,45.171875,27.618541717529297,185300,SPY,27.963469,28.21083641052246,0.3449268341064453,0.0
1994-07-27,45.359375,45.359375,45.171875,45.359375,27.73318099975586,83200,SPY,27.99231,28.497444152832035,0.2591285705566406,0.0
1994-07-29,45.765625,46.046875,45.75,45.90625,28.067554473876953,459100,SPY,28.043957,28.382797241210938,-0.02359771728515625,0.0
1994-08-01,45.9375,46.15625,45.890625,46.125,28.2012882232666,486300,SPY,28.124535,28.354154586791996,-0.07675361633300781,0.0
1994-08-05,45.703125,45.84375,45.65625,45.78125,27.991121292114258,138400,SPY,28.39674,29.156612396240234,0.40561866760253906,0.0
1994-08-11,46.03125,46.234375,45.734375,45.96875,28.10576820373535,876200,SPY,28.368305,29.041988372802738,0.26253700256347656,0.0
1994-08-17,46.703125,46.734375,46.578125,46.609375,28.49744415283203,133700,SPY,28.57103,29.041988372802738,0.07358551025390625,0.0
1994-08-23,46.578125,46.859375,46.515625,46.640625,28.51654052734375,268600,SPY,28.695131,28.76494979858398,0.1785907745361328,0.0
1994-08-25,47.09375,47.203125,46.890625,47.015625,28.745824813842773,147400,SPY,28.8227,28.920663833618164,0.07687568664550781,0.0
1994-08-26,47.125,47.78125,47.125,47.6875,29.156612396240234,339500,SPY,28.934027,28.949506759643555,0.0,0.22258567810058594
1994-09-19,47.125,47.328125,47.015625,47.0625,28.949506759643555,167300,SPY,29.02547,28.257482528686523,0.0,-0.07596397399902344
1994-10-05,45.296875,45.390625,45.0,45.390625,27.92108917236328,461900,SPY,28.39778,28.536216735839847,0.47669029235839844,0.0
1994-10-06,45.421875,45.453125,45.171875,45.25,27.834564208984375,345200,SPY,28.283228,28.709211349487305,0.44866371154785156,0.0
1994-10-12,46.6875,46.75,46.578125,46.6875,28.718828201293945,162400,SPY,28.366524,28.718828201293945,0.0,0.0
1994-10-20,47.0625,47.0625,46.609375,46.75,28.757280349731445,290300,SPY,29.102844,28.65155792236328,0.0,-0.3455638885498047
1994-10-26,46.390625,46.4375,46.171875,46.390625,28.536216735839844,201000,SPY,28.85805,28.8149471282959,0.32183265686035156,0.0
1994-11-21,46.4375,46.578125,46.0,46.0,28.295928955078125,283100,SPY,28.808495,27.997983932495117,0.0,-0.5125656127929688
1994-11-28,45.453125,45.6875,45.34375,45.671875,28.09409523010254,79900,SPY,28.178852,28.405284881591793,0.08475685119628906,0.0
1994-11-29,45.65625,45.75,45.5,45.65625,28.0844669342041,105500,SPY,28.123343,28.318094253540036,0.038875579833984375,0.0
1994-11-30,45.890625,45.953125,45.59375,45.59375,28.046030044555664,218800,SPY,28.114431,28.618415832519528,0.06840133666992188,0.0
1994-12-19,45.75,45.84375,45.609375,45.8125,28.405284881591797,1120200,SPY,28.281609,28.62809181213379,-0.12367630004882812,0.0
1994-12-28,46.359375,46.359375,45.96875,46.078125,28.569961547851562,358200,SPY,28.738804,28.967185974121094,0.16884231567382812,0.0
1994-12-30,46.203125,46.25,45.5625,45.5625,28.250261306762695,2209500,SPY,28.770609,28.947811126708984,0.5203475952148438,0.0
1995-01-06,46.09375,46.25,45.90625,46.046875,28.55059051513672,448400,SPY,28.67626,29.209383010864258,0.1256694793701172,0.0
1995-01-26,46.84375,46.984375,46.75,46.921875,29.093116760253906,9800,SPY,29.186821,30.15883255004883,0.0937042236328125,0.0
1995-01-30,47.015625,47.046875,46.84375,46.90625,29.08346176147461,26600,SPY,29.260994,30.03288459777832,0.17753219604492188,0.0
1995-01-31,47.0,47.171875,46.921875,47.09375,29.199695587158203,127500,SPY,29.293083,30.255687713623043,0.09338760375976562,0.0
1995-02-02,47.0625,47.359375,47.0625,47.359375,29.364381790161133,131700,SPY,29.367088,30.381635665893555,0.0027065277099609375,0.0
1995-02-07,48.3125,48.3125,48.140625,48.296875,29.94567108154297,702900,SPY,29.767658,30.19757843017578,-0.17801284790039062,0.0
1995-02-08,48.234375,48.46875,48.203125,48.296875,29.94567108154297,521500,SPY,29.911379,30.236318588256836,-0.03429222106933594,0.0
1995-02-15,48.4375,48.765625,48.390625,48.703125,30.19757843017578,431500,SPY,30.26671,30.100677490234375,0.0,-0.06913185119628906
1995-02-17,48.59375,48.625,48.4375,48.453125,30.042552947998047,49100,SPY,30.33451,30.517271041870117,0.2919578552246094,0.0
1995-02-28,48.5625,49.015625,48.5625,49.015625,30.391319274902344,493500,SPY,30.460127,30.81882095336914,0.06880760192871094,0.0
1995-03-06,48.453125,48.8125,48.390625,48.8125,30.265369415283203,85700,SPY,30.411516,31.432466506958008,0.1461467742919922,0.0
1995-03-14,49.359375,49.640625,49.359375,49.578125,30.740089416503906,223300,SPY,30.507868,31.52012634277344,-0.2322216033935547,0.0
1995-03-28,50.296875,50.421875,50.234375,50.421875,31.432466506958008,121900,SPY,31.28328,31.52012634277344,-0.1491870880126953,0.0
1995-04-10,50.625,50.796875,50.59375,50.796875,31.666227340698242,285400,SPY,31.724304,32.143516540527344,0.05807685852050781,0.0
