,tickerId,unSymbol,symbol,direction,strikePrice,ask_price,ask_volume,bid_price,bid_volume,expireDate,tradeTime,tradeStamp,volume,close,preClose,open,high,low,delta,vega,gamma,theta,rho,changeRatio,change,weekly,activeLevel,openIntChange
65,1019455112,TSLA,TSLA210401P00590000,put,590,2.33,3,2.29,4,2021-04-01,2021-03-30T19:12:57.642+0000,1617131582048,20200,2.38,9.45,11.95,17.75,2.21,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7481,-7.07,1,11,787.0
66,1019538988,TSLA,TSLA210401C00595000,call,595,37.80,11,37.50,5,2021-04-01,2021-03-30T19:12:55.586+0000,1617131582883,4067,37.55,26.85,21.10,41.00,16.10,1.0000,0.0000,0.0000,-0.0015,0.0489,0.3985,10.70,1,10,26.0
67,1019538989,TSLA,TSLA210401P00595000,put,595,2.94,1,2.88,4,2021-04-01,2021-03-30T19:13:00.485+0000,1617131582489,11366,2.93,10.91,13.60,19.95,2.80,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7314,-7.98,1,10,578.0
68,1019261818,TSLA,TSLA210401C00600000,call,600,33.55,6,33.25,6,2021-04-01,2021-03-30T19:12:55.424+0000,1617131582796,23259,33.33,23.65,18.00,37.90,13.75,1.0000,0.0000,0.0000,-0.0016,0.0493,0.4093,9.68,1,9,1089.0
69,1019261821,TSLA,TSLA210401P00600000,put,600,3.70,34,3.60,56,2021-04-01,2021-03-30T19:13:00.701+0000,1617131582637,45025,3.75,12.50,16.20,22.65,3.50,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7000,-8.75,1,9,516.0
70,1019532333,TSLA,TSLA210401C00605000,call,605,29.50,8,29.20,6,2021-04-01,2021-03-30T19:12:47.934+0000,1617131582864,7418,29.25,20.40,15.60,33.62,11.45,1.0000,0.0000,0.0000,-0.0016,0.0497,0.4338,8.85,1,8,653.0
71,1019532334,TSLA,TSLA210401P00605000,put,605,4.65,22,4.55,38,2021-04-01,2021-03-30T19:12:42.248+0000,1617131581944,6511,4.63,14.20,18.65,25.30,4.45,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6739,-9.57,1,8,402.0
72,1019261820,TSLA,TSLA210401C00610000,call,610,25.65,2,25.40,1,2021-04-01,2021-03-30T19:12:57.034+0000,1617131581640,20892,25.22,17.97,13.19,30.00,9.60,1.0000,0.0000,0.0000,-0.0016,0.0501,0.4035,7.25,1,7,2196.0
73,1019261819,TSLA,TSLA210401P00610000,put,610,5.85,34,5.75,1,2021-04-01,2021-03-30T19:12:47.217+0000,1617131582349,16430,5.80,16.60,21.35,28.40,5.52,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6506,-10.80,1,7,580.0
74,1019532336,TSLA,TSLA210401C00615000,call,615,22.05,3,21.80,13,2021-04-01,2021-03-30T19:12:51.811+0000,1617131582520,12276,21.91,15.55,11.15,26.30,7.90,1.0000,0.0000,0.0000,-0.0016,0.0505,0.4090,6.36,1,6,884.0
75,1019532332,TSLA,TSLA210401P00615000,put,615,7.25,4,7.15,14,2021-04-01,2021-03-30T19:13:01.807+0000,1617131582666,12575,7.20,19.30,23.86,31.20,6.99,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6269,-12.10,1,6,159.0
76,1019261814,TSLA,TSLA210401C00620000,call,620,18.75,1,18.55,11,2021-04-01,2021-03-30T19:13:00.884+0000,1617131581837,44944,18.55,13.11,9.45,23.12,6.40,1.0000,0.0000,0.0000,-0.0016,0.0510,0.4150,5.44,1,5,2133.0
77,1019261825,TSLA,TSLA210401P00620000,put,620,9.00,27,8.95,10,2021-04-01,2021-03-30T19:13:02.737+0000,1617131582737,24537,8.95,22.22,27.20,35.45,8.50,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5972,-13.27,1,5,69.0
78,1020036407,TSLA,TSLA210401C00622500,call,622.5,17.30,24,17.05,9,2021-04-01,2021-03-30T19:13:01.619+0000,1617131582631,7771,17.10,11.80,8.55,21.15,5.80,1.0000,0.0000,0.0000,-0.0016,0.0512,0.4492,5.30,1,4,202.0
79,1020036406,TSLA,TSLA210401P00622500,put,622.5,9.95,4,9.85,23,2021-04-01,2021-03-30T19:12:54.982+0000,1617131582165,3823,9.95,23.85,30.00,36.65,9.54,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5828,-13.90,1,4,31.0
80,1019532337,TSLA,TSLA210401C00625000,call,625,15.80,8,15.65,14,2021-04-01,2021-03-30T19:13:00.927+0000,1617131581958,20521,15.60,11.00,7.85,20.00,5.20,1.0000,0.0000,0.0000,-0.0016,0.0514,0.4182,4.60,1,3,450.0
81,1019532338,TSLA,TSLA210401P00625000,put,625,11.05,11,10.85,25,2021-04-01,2021-03-30T19:13:00.455+0000,1617131582513,6286,11.10,25.30,31.05,38.55,10.45,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5613,-14.20,1,3,68.0
82,1020036410,TSLA,TSLA210401C00627500,call,627.5,14.45,9,14.25,10,2021-04-01,2021-03-30T19:13:00.418+0000,1617131582458,5678,14.25,10.10,7.26,18.50,4.82,1.0000,0.0000,0.0000,-0.0016,0.0516,0.4109,4.15,1,2,68.0
83,1020036413,TSLA,TSLA210401P00627500,put,627.5,12.15,5,12.00,20,2021-04-01,2021-03-30T19:13:01.018+0000,1617131582048,2958,12.20,27.85,32.25,40.84,11.50,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5619,-15.65,1,2,29.0
84,1019261815,TSLA,TSLA210401C00630000,call,630,13.10,10,12.95,35,2021-04-01,2021-03-30T19:13:01.374+0000,1617131582359,34765,13.02,9.35,6.40,17.26,4.24,1.0000,0.0000,0.0000,-0.0016,0.0518,0.3925,3.67,1,1,1292.0
85,1019261817,TSLA,TSLA210401P00630000,put,630,13.40,6,13.25,22,2021-04-01,2021-03-30T19:13:02.795+0000,1617131582795,6022,13.25,28.25,32.00,43.08,12.74,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5310,-15.00,1,1,-240.0
86,1020036408,TSLA,TSLA210401C00632500,call,632.5,11.95,3,11.80,20,2021-04-01,2021-03-30T19:13:00.684+0000,1617131582605,3168,11.60,8.40,5.70,16.05,3.80,0.0000,0.0000,0.0000,0.0000,0.0000,0.3810,3.20,1,1,354.0
87,1020036412,TSLA,TSLA210401P00632500,put,632.5,14.75,26,14.50,23,2021-04-01,2021-03-30T19:12:36.048+0000,1617131582109,1465,14.60,32.05,40.50,44.05,14.10,-1.0000,0.0000,0.0000,0.0016,-0.0520,-0.5445,-17.45,1,1,101.0
88,1019532339,TSLA,TSLA210401C00635000,call,635,10.85,26,10.70,20,2021-04-01,2021-03-30T19:13:01.986+0000,1617131581986,6594,10.73,7.65,5.29,14.85,3.40,0.0000,0.0000,0.0000,0.0000,0.0000,0.4026,3.08,1,2,162.0
89,1019532335,TSLA,TSLA210401P00635000,put,635,16.10,4,15.95,2,2021-04-01,2021-03-30T19:13:00.473+0000,1617131582495,935,16.05,32.00,39.37,47.24,15.35,-1.0000,0.0000,0.0000,0.0017,-0.0522,-0.4984,-15.95,1,2,-10.0
90,1020036411,TSLA,TSLA210401C00637500,call,637.5,9.80,9,9.65,3,2021-04-01,2021-03-30T19:12:18.947+0000,1617131582681,1828,10.05,6.95,4.76,13.47,3.09,0.0000,0.0000,0.0000,0.0000,0.0000,0.4460,3.10,1,3,71.0
91,1020036409,TSLA,TSLA210401P00637500,put,637.5,17.60,27,17.30,29,2021-04-01,2021-03-30T19:08:32.905+0000,1617131582861,221,16.85,35.40,38.67,47.95,16.80,-1.0000,0.0000,0.0000,0.0017,-0.0524,-0.5240,-18.55,1,3,50.0
92,1019261822,TSLA,TSLA210401C00640000,call,640,8.80,3,8.70,2,2021-04-01,2021-03-30T19:13:02.555+0000,1617131582555,16579,8.74,6.39,4.30,12.60,2.69,0.0000,0.0000,0.0000,0.0000,0.0000,0.3678,2.35,1,4,448.0
93,1019261824,TSLA,TSLA210401P00640000,put,640,19.15,32,18.90,9,2021-04-01,2021-03-30T19:11:49.873+0000,1617131581944,4123,18.72,35.82,40.69,51.55,18.15,-1.0000,0.0000,0.0000,0.0017,-0.0526,-0.4774,-17.10,1,4,-468.0
94,1019765901,TSLA,TSLA210401C00642500,call,642.5,7.95,22,7.80,29,2021-04-01,2021-03-30T19:12:23.349+0000,1617131582217,2269,8.00,5.75,3.75,11.55,2.45,0.0000,0.0000,0.0000,0.0000,0.0000,0.3913,2.25,1,5,32.0
