,open,high,low,close,adjclose,volume,ticker
2018-05-10,5.170000076293945,5.170000076293945,4.75,4.840000152587891,4.840000152587891,161700,GRWG
2018-05-11,4.949999809265137,5.0,4.829999923706055,4.849999904632568,4.849999904632568,47900,GRWG
2018-05-14,4.909999847412109,5.050000190734863,4.829999923706055,4.900000095367432,4.900000095367432,78100,GRWG
2018-05-15,4.880000114440918,5.099999904632568,4.570000171661377,5.099999904632568,5.099999904632568,65100,GRWG
2018-05-16,5.050000190734863,5.099999904632568,4.480000019073486,4.96999979019165,4.96999979019165,164900,GRWG
2018-05-17,4.960000038146973,5.099999904632568,4.75,4.861000061035156,4.861000061035156,46400,GRWG
2018-05-18,4.989999771118164,5.090000152587891,4.78000020980835,4.900000095367432,4.900000095367432,21000,GRWG
2018-05-21,4.940000057220459,5.079999923706055,4.809999942779541,5.0,5.0,139000,GRWG
2018-05-22,5.0,5.050000190734863,4.820000171661377,4.849999904632568,4.849999904632568,78500,GRWG
2018-05-23,4.849999904632568,4.949999809265137,4.679999828338623,4.800000190734863,4.800000190734863,62900,GRWG
2018-05-24,4.949999809265137,4.949999809265137,4.690000057220459,4.71999979019165,4.71999979019165,33700,GRWG
2018-05-25,4.889999866485596,4.889999866485596,4.570000171661377,4.760000228881836,4.760000228881836,50400,GRWG
2018-05-29,4.570000171661377,4.78000020980835,4.5,4.53000020980835,4.53000020980835,53300,GRWG
2018-05-30,4.599999904632568,4.789999961853027,4.460000038146973,4.639999866485596,4.639999866485596,44200,GRWG
2018-05-31,4.519999980926514,4.599999904632568,4.5,4.510000228881836,4.510000228881836,24300,GRWG
2018-06-01,4.5,4.639999866485596,4.5,4.550000190734863,4.550000190734863,31500,GRWG
2018-06-04,4.550000190734863,4.599999904632568,4.300000190734863,4.329999923706055,4.329999923706055,77200,GRWG
2018-06-05,4.329999923706055,4.349999904632568,4.090000152587891,4.099999904632568,4.099999904632568,161500,GRWG
2018-06-06,4.130000114440918,4.590000152587891,4.130000114440918,4.449999809265137,4.449999809265137,85500,GRWG
2018-06-07,4.590000152587891,4.679999828338623,4.460000038146973,4.599999904632568,4.599999904632568,79700,GRWG
2018-06-08,4.800000190734863,4.800000190734863,4.300000190734863,4.630000114440918,4.630000114440918,86800,GRWG
2018-06-11,4.679999828338623,4.699999809265137,4.349999904632568,4.579999923706055,4.579999923706055,31800,GRWG
2018-06-12,4.550000190734863,4.550000190734863,4.420000076293945,4.480000019073486,4.480000019073486,25500,GRWG
2018-06-13,4.474999904632568,4.5,4.21999979019165,4.320000171661377,4.320000171661377,62900,GRWG
2018-06-14,4.300000190734863,4.360000133514404,4.21999979019165,4.230000019073486,4.230000019073486,45900,GRWG
2018-06-15,4.269999980926514,4.300000190734863,4.150000095367432,4.210000038146973,4.210000038146973,28100,GRWG
2018-06-18,4.150000095367432,4.260000228881836,4.099999904632568,4.130000114440918,4.130000114440918,54000,GRWG
2018-06-19,4.110000133514404,4.239999771118164,4.090000152587891,4.139999866485596,4.139999866485596,29400,GRWG
2018-06-20,4.139999866485596,4.369999885559082,4.099999904632568,4.300000190734863,4.300000190734863,42200,GRWG
2018-06-21,4.25,4.389999866485596,4.159999847412109,4.289999961853027,4.289999961853027,24800,GRWG
2018-06-22,4.264999866485596,4.300000190734863,4.210000038146973,4.269999980926514,4.269999980926514,43300,GRWG
2018-06-25,4.28000020980835,4.28000020980835,4.010000228881836,4.081999778747559,4.081999778747559,47500,GRWG
2018-06-26,4.099999904632568,4.199999809265137,4.0,4.025000095367432,4.025000095367432,39000,GRWG
2018-06-27,4.019999980926514,4.019999980926514,3.809999942779541,3.8450000286102295,3.8450000286102295,89700,GRWG
2018-06-28,3.884999990463257,3.950000047683716,3.799999952316284,3.940000057220459,3.940000057220459,49400,GRWG
2018-06-29,3.884999990463257,3.950000047683716,3.8499999046325684,3.9000000953674316,3.9000000953674316,12300,GRWG
2018-07-02,3.930000066757202,3.930000066757202,3.700000047683716,3.7699999809265137,3.7699999809265137,52000,GRWG
2018-07-03,3.7200000286102295,3.950000047683716,3.6600000858306885,3.9000000953674316,3.9000000953674316,29500,GRWG
2018-07-05,3.740000009536743,3.9000000953674316,3.6500000953674316,3.6600000858306885,3.6600000858306885,35900,GRWG
2018-07-06,3.674999952316284,4.489999771118164,3.674999952316284,4.480000019073486,4.480000019073486,364900,GRWG
2018-07-09,4.539999961853027,4.539999961853027,4.119999885559082,4.199999809265137,4.199999809265137,120300,GRWG
2018-07-10,4.215000152587891,4.215000152587891,4.0,4.099999904632568,4.099999904632568,78200,GRWG
2018-07-11,4.019999980926514,4.099999904632568,4.0,4.0,4.0,52900,GRWG
2018-07-12,4.079999923706055,4.130000114440918,3.990000009536743,4.046000003814697,4.046000003814697,22900,GRWG
2018-07-13,4.079999923706055,4.099999904632568,3.9000000953674316,4.0279998779296875,4.0279998779296875,53500,GRWG
2018-07-16,4.0,4.03000020980835,3.9000000953674316,4.0,4.0,41100,GRWG
2018-07-17,4.099999904632568,4.099999904632568,3.5999999046325684,3.700000047683716,3.700000047683716,115300,GRWG
2018-07-18,3.75,3.990000009536743,3.690000057220459,3.875,3.875,76100,GRWG
2018-07-19,3.875,3.930000066757202,3.809999942779541,3.8499999046325684,3.8499999046325684,35200,GRWG
2018-07-20,3.8499999046325684,3.875,3.4600000381469727,3.6500000953674316,3.6500000953674316,102900,GRWG
2018-07-23,3.6500000953674316,3.7699999809265137,3.5,3.680000066757202,3.680000066757202,51200,GRWG
2018-07-24,3.559999942779541,3.75,3.4800000190734863,3.640000104904175,3.640000104904175,50800,GRWG
2018-07-25,3.890000104904175,3.890000104904175,3.640000104904175,3.799999952316284,3.799999952316284,39800,GRWG
2018-07-26,3.799999952316284,3.890000104904175,3.4600000381469727,3.549999952316284,3.549999952316284,55400,GRWG
2018-07-27,3.434999942779541,3.7899999618530273,3.4100000858306885,3.559000015258789,3.559000015258789,44500,GRWG
2018-07-30,3.5,3.684999942779541,3.430000066757202,3.684999942779541,3.684999942779541,49500,GRWG
2018-07-31,3.619999885559082,3.6500000953674316,3.5,3.5429999828338623,3.5429999828338623,27100,GRWG
2018-08-01,3.549999952316284,3.75,3.509999990463257,3.549999952316284,3.549999952316284,33600,GRWG
2018-08-02,3.509999990463257,3.549999952316284,3.4200000762939453,3.5,3.5,46500,GRWG
2018-08-03,3.4200000762939453,3.549999952316284,3.4200000762939453,3.5199999809265137,3.5199999809265137,14300,GRWG
2018-08-06,3.555000066757202,3.555000066757202,3.4100000858306885,3.4800000190734863,3.4800000190734863,36000,GRWG
2018-08-07,3.4200000762939453,3.5999999046325684,3.4200000762939453,3.5,3.5,32500,GRWG
2018-08-08,3.5999999046325684,3.700000047683716,3.5,3.569999933242798,3.569999933242798,29600,GRWG
2018-08-09,3.575000047683716,3.619999885559082,3.5,3.5,3.5,17900,GRWG
2018-08-10,3.4800000190734863,3.7249999046325684,3.4800000190734863,3.640000104904175,3.640000104904175,63400,GRWG
2018-08-13,3.690000057220459,3.7320001125335693,3.619999885559082,3.7300000190734863,3.7300000190734863,85100,GRWG
2018-08-14,3.6600000858306885,3.75,3.630000114440918,3.6600000858306885,3.6600000858306885,99100,GRWG
2018-08-15,3.630000114440918,3.7899999618530273,3.630000114440918,3.6649999618530273,3.6649999618530273,55600,GRWG
2018-08-16,3.6500000953674316,3.7200000286102295,3.5999999046325684,3.6700000762939453,3.6700000762939453,104800,GRWG
2018-08-17,3.690000057220459,3.9000000953674316,3.640000104904175,3.7899999618530273,3.7899999618530273,83600,GRWG
2018-08-20,3.7899999618530273,4.03000020980835,3.690000057220459,3.9700000286102295,3.9700000286102295,149000,GRWG
2018-08-21,3.9749999046325684,4.25600004196167,3.9749999046325684,4.090000152587891,4.090000152587891,253600,GRWG
2018-08-22,4.090000152587891,4.224999904632568,4.059999942779541,4.110000133514404,4.110000133514404,127200,GRWG
2018-08-23,4.23799991607666,4.300000190734863,4.0,4.21999979019165,4.21999979019165,215200,GRWG
2018-08-24,4.260000228881836,4.46999979019165,4.099999904632568,4.190000057220459,4.190000057220459,231600,GRWG
2018-08-27,4.190000057220459,4.480000019073486,4.119999885559082,4.119999885559082,4.119999885559082,190000,GRWG
2018-08-28,4.260000228881836,4.28000020980835,3.9549999237060547,4.210000038146973,4.210000038146973,167000,GRWG
2018-08-29,4.46999979019165,5.065000057220459,4.449999809265137,4.949999809265137,4.949999809265137,564300,GRWG
2018-08-30,5.0,5.0,4.610000133514404,4.75,4.75,210500,GRWG
2018-08-31,4.670000076293945,4.849999904632568,4.449999809265137,4.610000133514404,4.610000133514404,249900,GRWG
2018-09-04,4.670000076293945,5.079999923706055,4.610000133514404,5.079999923706055,5.079999923706055,333500,GRWG
2018-09-05,5.050000190734863,5.099999904632568,4.769999980926514,4.900000095367432,4.900000095367432,288900,GRWG
2018-09-06,4.900000095367432,4.900000095367432,4.650000095367432,4.699999809265137,4.699999809265137,105500,GRWG
2018-09-07,4.699999809265137,4.699999809265137,4.53000020980835,4.625,4.625,89500,GRWG
2018-09-10,4.539999961853027,4.880000114440918,4.539999961853027,4.690000057220459,4.690000057220459,112500,GRWG
2018-09-11,4.699999809265137,4.900000095367432,4.650000095367432,4.699999809265137,4.699999809265137,88100,GRWG
2018-09-12,4.849999904632568,4.849999904632568,4.5,4.599999904632568,4.599999904632568,166400,GRWG
2018-09-13,4.650000095367432,4.650000095367432,4.25,4.25,4.25,182900,GRWG
2018-09-14,4.239999771118164,4.329999923706055,4.099999904632568,4.21999979019165,4.21999979019165,122700,GRWG
2018-09-17,4.079999923706055,4.25,3.9000000953674316,4.085000038146973,4.085000038146973,196200,GRWG
2018-09-18,4.085000038146973,4.150000095367432,3.950000047683716,4.125,4.125,169100,GRWG
2018-09-19,4.300000190734863,4.300000190734863,4.0,4.159999847412109,4.159999847412109,202400,GRWG
2018-09-20,4.210000038146973,4.210000038146973,4.0,4.099999904632568,4.099999904632568,274500,GRWG
2018-09-21,4.119999885559082,4.389999866485596,4.099999904632568,4.215000152587891,4.215000152587891,223500,GRWG
2018-09-24,4.119999885559082,4.380000114440918,4.119999885559082,4.309999942779541,4.309999942779541,147000,GRWG
2018-09-25,4.53000020980835,4.550000190734863,4.372000217437744,4.53000020980835,4.53000020980835,163200,GRWG
2018-09-26,4.539999961853027,4.699999809265137,4.400000095367432,4.400000095367432,4.400000095367432,189300,GRWG
2018-09-27,4.570000171661377,4.579999923706055,4.300000190734863,4.309999942779541,4.309999942779541,88700,GRWG
2018-09-28,4.300000190734863,4.389999866485596,4.099999904632568,4.300000190734863,4.300000190734863,96600,GRWG
2018-10-01,4.199999809265137,4.429999828338623,4.059999942779541,4.420000076293945,4.420000076293945,114900,GRWG
2018-10-02,4.449999809265137,4.449999809265137,4.099999904632568,4.210000038146973,4.210000038146973,72300,GRWG
2018-10-03,4.210000038146973,4.369999885559082,4.210000038146973,4.333000183105469,4.333000183105469,102400,GRWG
2018-10-04,4.304999828338623,4.304999828338623,4.150000095367432,4.239999771118164,4.239999771118164,63500,GRWG
2018-10-05,4.25,4.400000095367432,4.170000076293945,4.360000133514404,4.360000133514404,70400,GRWG
2018-10-08,4.320000171661377,4.5,4.28000020980835,4.400000095367432,4.400000095367432,79200,GRWG
2018-10-09,4.409999847412109,4.449999809265137,4.28000020980835,4.300000190734863,4.300000190734863,62500,GRWG
2018-10-10,4.300000190734863,4.300000190734863,4.150000095367432,4.179999828338623,4.179999828338623,54400,GRWG
2018-10-11,4.099999904632568,4.179999828338623,3.8499999046325684,4.177000045776367,4.177000045776367,133400,GRWG
2018-10-12,4.050000190734863,4.239999771118164,4.050000190734863,4.190000057220459,4.190000057220459,45600,GRWG
2018-10-15,4.099999904632568,4.46999979019165,4.090000152587891,4.389999866485596,4.389999866485596,117700,GRWG
2018-10-16,4.400000095367432,4.519999980926514,4.244999885559082,4.28000020980835,4.28000020980835,130900,GRWG
2018-10-17,4.300000190734863,4.300000190734863,4.150000095367432,4.260000228881836,4.260000228881836,130600,GRWG
2018-10-18,4.190000057220459,4.25,3.9100000858306885,4.079999923706055,4.079999923706055,165700,GRWG
2018-10-19,4.050000190734863,4.119999885559082,3.799999952316284,3.9200000762939453,3.9200000762939453,132400,GRWG
2018-10-22,3.799999952316284,3.859999895095825,3.440000057220459,3.559999942779541,3.559999942779541,194300,GRWG
2018-10-23,3.4800000190734863,3.8299999237060547,3.049999952316284,3.5899999141693115,3.5899999141693115,200900,GRWG
2018-10-24,3.680000066757202,3.809999942779541,3.200000047683716,3.2079999446868896,3.2079999446868896,118100,GRWG
2018-10-25,3.200000047683716,3.569999933242798,3.200000047683716,3.4100000858306885,3.4100000858306885,90200,GRWG
2018-10-26,3.4700000286102295,3.559999942779541,3.2699999809265137,3.4100000858306885,3.4100000858306885,89300,GRWG
2018-10-29,3.4000000953674316,3.4700000286102295,3.059999942779541,3.2049999237060547,3.2049999237060547,139900,GRWG
2018-10-30,3.2300000190734863,3.4200000762939453,3.109999895095825,3.200000047683716,3.200000047683716,65900,GRWG
2018-10-31,3.2200000286102295,3.4200000762939453,3.200000047683716,3.369999885559082,3.369999885559082,66700,GRWG
2018-11-01,3.3499999046325684,3.4800000190734863,3.3399999141693115,3.440000057220459,3.440000057220459,81800,GRWG
2018-11-02,3.5399999618530273,3.700000047683716,3.490000009536743,3.5999999046325684,3.5999999046325684,66800,GRWG
2018-11-05,3.690000057220459,3.799999952316284,3.5399999618530273,3.7899999618530273,3.7899999618530273,97500,GRWG
2018-11-06,3.9000000953674316,3.950000047683716,3.6500000953674316,3.7300000190734863,3.7300000190734863,129600,GRWG
2018-11-07,3.700000047683716,4.179999828338623,3.5,4.139999866485596,4.139999866485596,222800,GRWG
2018-11-08,4.099999904632568,4.190000057220459,3.859999895095825,4.119999885559082,4.119999885559082,132000,GRWG
2018-11-09,4.130000114440918,4.130000114440918,3.819999933242798,3.8499999046325684,3.8499999046325684,90500,GRWG
2018-11-12,3.9700000286102295,4.050000190734863,3.440000057220459,3.4700000286102295,3.4700000286102295,96300,GRWG
2018-11-13,3.4700000286102295,3.640000104904175,3.200000047683716,3.369999885559082,3.369999885559082,117400,GRWG
2018-11-14,3.4000000953674316,3.4200000762939453,3.0999999046325684,3.1989998817443848,3.1989998817443848,95100,GRWG
2018-11-15,3.0999999046325684,3.5799999237060547,3.0,3.450000047683716,3.450000047683716,91400,GRWG
2018-11-16,3.4000000953674316,3.430000066757202,3.180000066757202,3.259999990463257,3.259999990463257,81800,GRWG
2018-11-19,3.299999952316284,3.3499999046325684,2.940000057220459,3.0290000438690186,3.0290000438690186,155800,GRWG
2018-11-20,3.0,3.0799999237060547,2.9000000953674316,3.059999942779541,3.059999942779541,178300,GRWG
2018-11-21,3.0350000858306885,3.190000057220459,2.950000047683716,3.187000036239624,3.187000036239624,40500,GRWG
2018-11-23,3.1449999809265137,3.190000057220459,3.049999952316284,3.0999999046325684,3.0999999046325684,19600,GRWG
2018-11-26,3.109999895095825,3.140000104904175,3.0,3.0399999618530273,3.0399999618530273,51300,GRWG
2018-11-27,3.0299999713897705,3.0299999713897705,2.940000057220459,2.950000047683716,2.950000047683716,76300,GRWG
2018-11-28,2.930000066757202,3.130000114440918,2.9200000762939453,2.9749999046325684,2.9749999046325684,109700,GRWG
2018-11-29,2.9749999046325684,3.1449999809265137,2.950000047683716,3.0399999618530273,3.0399999618530273,143500,GRWG
2018-11-30,3.0439999103546143,3.0439999103546143,2.940000057220459,3.0,3.0,87700,GRWG
2018-12-03,3.009999990463257,3.109999895095825,2.950000047683716,3.0,3.0,112600,GRWG
2018-12-04,3.0,3.0,2.819999933242798,2.880000114440918,2.880000114440918,146700,GRWG
2018-12-06,2.75,2.8499999046325684,2.559999942779541,2.8499999046325684,2.8499999046325684,153100,GRWG
2018-12-07,2.8450000286102295,2.9700000286102295,2.799999952316284,2.890000104904175,2.890000104904175,96600,GRWG
2018-12-10,2.880000114440918,3.069999933242798,2.8499999046325684,2.924999952316284,2.924999952316284,81900,GRWG
2018-12-11,3.0199999809265137,3.0199999809265137,2.8299999237060547,2.9800000190734863,2.9800000190734863,47600,GRWG
2018-12-12,2.9800000190734863,3.009999990463257,2.759999990463257,3.009999990463257,3.009999990463257,62400,GRWG
2018-12-13,2.950000047683716,3.0199999809265137,2.7100000381469727,2.799999952316284,2.799999952316284,53900,GRWG
2018-12-14,2.799999952316284,2.9600000381469727,2.7750000953674316,2.890000104904175,2.890000104904175,47600,GRWG
2018-12-17,2.890000104904175,2.890000104904175,2.6500000953674316,2.6700000762939453,2.6700000762939453,92400,GRWG
2018-12-18,2.6549999713897705,2.6700000762939453,2.259999990463257,2.5,2.5,148100,GRWG
2018-12-19,2.4800000190734863,2.5399999618530273,2.3299999237060547,2.5399999618530273,2.5399999618530273,99500,GRWG
2018-12-20,2.5,2.5250000953674316,2.130000114440918,2.319999933242798,2.319999933242798,167700,GRWG
2018-12-21,2.319999933242798,2.390000104904175,2.2200000286102295,2.2300000190734863,2.2300000190734863,76300,GRWG
2018-12-24,2.184999942779541,2.315000057220459,2.125999927520752,2.299999952316284,2.299999952316284,198000,GRWG
2018-12-26,2.234999895095825,2.3399999141693115,2.134999990463257,2.25,2.25,114100,GRWG
2018-12-27,2.240000009536743,2.299999952316284,2.1700000762939453,2.186000108718872,2.186000108718872,39100,GRWG
2018-12-28,2.25,2.25,2.130000114440918,2.1500000953674316,2.1500000953674316,96600,GRWG
2018-12-31,2.180000066757202,2.319999933242798,2.0490000247955322,2.25,2.25,179200,GRWG
2019-01-02,2.234999895095825,2.4000000953674316,2.180000066757202,2.369999885559082,2.369999885559082,125400,GRWG
2019-01-03,2.450000047683716,2.9000000953674316,2.380000114440918,2.5199999809265137,2.5199999809265137,218300,GRWG
2019-01-04,2.5799999237060547,2.7990000247955322,2.5799999237060547,2.609999895095825,2.609999895095825,110700,GRWG
2019-01-07,2.6700000762939453,2.759999990463257,2.5899999141693115,2.6500000953674316,2.6500000953674316,51500,GRWG
2019-01-08,2.7750000953674316,2.9000000953674316,2.640000104904175,2.890000104904175,2.890000104904175,94300,GRWG
2019-01-09,2.9000000953674316,2.940000057220459,2.75,2.7980000972747803,2.7980000972747803,82600,GRWG
2019-01-10,2.8499999046325684,2.950000047683716,2.743000030517578,2.7799999713897705,2.7799999713897705,74700,GRWG
2019-01-11,2.690000057220459,2.7799999713897705,2.5999999046325684,2.674999952316284,2.674999952316284,67700,GRWG
2019-01-14,2.690000057220459,2.7200000286102295,2.609999895095825,2.7200000286102295,2.7200000286102295,58700,GRWG
2019-01-15,2.700000047683716,2.8299999237060547,2.6500000953674316,2.7200000286102295,2.7200000286102295,35300,GRWG
2019-01-16,2.8499999046325684,2.8499999046325684,2.5999999046325684,2.700000047683716,2.700000047683716,79500,GRWG
2019-01-17,2.700000047683716,2.8299999237060547,2.640000104904175,2.7899999618530273,2.7899999618530273,32400,GRWG
2019-01-18,2.8299999237060547,2.9700000286102295,2.759999990463257,2.9600000381469727,2.9600000381469727,75600,GRWG
2019-01-22,3.0199999809265137,3.180000066757202,2.990000009536743,3.1700000762939453,3.1700000762939453,179300,GRWG
2019-01-23,3.200000047683716,3.240000009536743,2.930000066757202,3.119999885559082,3.119999885559082,106000,GRWG
2019-01-24,3.0250000953674316,3.130000114440918,2.950000047683716,3.059999942779541,3.059999942779541,82500,GRWG
2019-01-25,3.119999885559082,3.119999885559082,2.9800000190734863,3.0999999046325684,3.0999999046325684,43900,GRWG
2019-01-28,3.109999895095825,3.109999895095825,3.009999990463257,3.0399999618530273,3.0399999618530273,62600,GRWG
2019-01-29,3.0350000858306885,3.0999999046325684,3.0,3.0399999618530273,3.0399999618530273,43500,GRWG
2019-01-30,3.0999999046325684,3.0999999046325684,2.9600000381469727,3.0,3.0,89900,GRWG
2019-01-31,2.9600000381469727,3.0399999618530273,2.9600000381469727,2.990000009536743,2.990000009536743,67200,GRWG
2019-02-01,2.940000057220459,3.059999942779541,2.75,3.0199999809265137,3.0199999809265137,187800,GRWG
2019-02-04,3.049999952316284,3.380000114440918,3.009999990463257,3.2300000190734863,3.2300000190734863,172200,GRWG
2019-02-05,3.265000104904175,3.328000068664551,3.1500000953674316,3.1600000858306885,3.1600000858306885,76800,GRWG
2019-02-06,3.1760001182556152,3.25,3.009999990463257,3.180000066757202,3.180000066757202,105700,GRWG
2019-02-07,3.190000057220459,3.305000066757202,3.134999990463257,3.259999990463257,3.259999990463257,87400,GRWG
2019-02-08,3.25,3.2799999713897705,3.1600000858306885,3.240000009536743,3.240000009536743,41000,GRWG
2019-02-11,3.259999990463257,3.5299999713897705,3.25,3.3929998874664307,3.3929998874664307,129100,GRWG
2019-02-12,3.4100000858306885,3.5299999713897705,3.2699999809265137,3.299999952316284,3.299999952316284,100700,GRWG
2019-02-13,3.3499999046325684,3.5,3.2899999618530273,3.3499999046325684,3.3499999046325684,71100,GRWG
2019-02-14,3.3499999046325684,3.4000000953674316,3.2699999809265137,3.3499999046325684,3.3499999046325684,56700,GRWG
